Id,MSSubClass,MSZoning,LotArea,LotShape,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,SaleCondition,SalePrice
1150,70,3,9.104979856318355,3,7,9,89,21,8,0.0,4,4,4,0,624,6,0,26,650,0,6.723832440821209,650,0,0,3,7,0,3,3,79.0,3,2,324,0,0,0,0,0,0,7,2,11.870599909242046
1151,20,2,9.021598247379304,0,6,5,57,57,1,0.0,4,4,4,6,0,6,0,932,932,0,6.83733281468559,0,0,0,2,4,1,2,0,57.0,3,1,306,0,0,214,0,0,0,11,2,11.728036844587177
1152,20,2,9.784422445377187,3,5,4,47,47,3,132.0,4,4,4,1,176,6,0,1290,1466,4,7.290292882446598,0,0,0,1,6,2,2,0,47.0,0,2,528,0,140,0,0,100,0,11,2,11.917723684090689
1153,20,2,9.55499334068759,0,6,7,50,2,6,0.0,4,4,4,0,296,4,547,230,1073,0,7.501634457883411,0,0,0,0,6,1,2,0,50.0,0,2,470,0,0,280,0,0,0,7,0,12.345834587905333
1154,30,3,8.681011276645632,3,6,8,78,1,9,0.0,4,4,0,0,538,6,0,278,816,0,6.704414354964107,0,0,0,3,5,0,3,3,6.0,3,1,432,0,0,96,0,0,0,6,2,11.699405031912846
1155,60,2,9.525151111816216,0,7,6,43,20,8,288.0,4,4,1,0,454,6,0,410,864,4,6.804614520062624,918,0,0,2,8,2,2,0,43.0,3,2,492,60,84,0,0,273,0,5,2,12.215032386901646
1156,20,2,9.284334051884509,0,5,8,31,3,5,0.0,2,4,1,0,1157,6,0,280,1437,4,7.270312886079025,0,0,1,2,6,1,1,0,31.0,2,2,528,0,21,0,0,180,0,7,2,12.292250341771224
1157,80,2,9.143131622282732,3,5,8,43,9,1,0.0,4,4,1,0,633,6,0,586,1219,2,7.142827401161621,0,0,0,2,6,1,2,0,43.0,2,2,502,0,92,0,96,0,0,10,2,12.100156419938624
1158,120,2,8.517393171418902,0,7,5,2,1,8,166.0,2,4,4,2,904,6,0,410,1314,0,7.180831199044556,0,0,1,2,6,1,2,0,1.0,2,2,626,172,62,0,0,0,0,7,2,12.345834587905333
1159,20,2,9.38697914563464,3,8,5,1,0,8,186.0,2,4,4,6,0,6,0,1580,1580,0,7.365180126021014,0,0,0,2,7,0,3,0,0.0,2,3,830,0,24,0,0,0,0,6,3,12.367885325692587
1160,60,2,9.118225083068376,3,6,6,34,34,3,270.0,4,4,4,0,442,6,0,459,901,4,6.849066282633458,933,0,0,2,8,1,5,0,34.0,2,2,540,0,69,0,0,0,0,7,2,12.128111104060464
1161,160,2,7.731930721948487,3,6,5,32,32,5,0.0,2,4,4,0,311,6,0,544,855,1,6.751101468936759,601,0,0,3,7,1,5,0,32.0,3,2,440,26,0,0,0,0,0,7,2,11.891361900690471
1162,20,2,9.600894867348591,0,6,7,54,2,3,72.0,4,4,4,1,728,6,0,568,1296,0,7.402451520818245,0,0,1,2,7,1,2,3,15.0,3,2,924,108,0,0,216,0,0,11,2,12.319401330837175
1163,20,2,9.07383312732152,3,5,5,39,39,8,0.0,2,4,4,1,492,6,0,402,894,2,6.795705775173514,0,0,0,3,5,1,4,0,39.0,0,2,450,0,0,0,0,0,0,5,2,11.767567683343811
1164,90,2,9.464982590349763,3,4,4,39,39,5,0.0,2,4,0,2,1198,6,0,0,1198,4,7.1372784372603855,0,0,2,3,6,0,3,5,39.0,3,2,400,120,0,0,0,0,0,1,4,11.598726943661342
1165,80,2,9.69010867127683,0,5,7,29,29,5,0.0,2,4,1,0,680,5,391,289,1360,0,7.266827347520591,0,0,1,2,5,1,5,0,29.0,3,2,588,168,180,0,0,0,0,6,2,12.175613438045467
1166,20,2,9.163353580751846,0,7,5,0,0,8,268.0,2,4,4,6,0,6,0,1502,1502,0,7.314552832324081,0,0,0,2,7,0,3,0,0.0,2,2,644,0,114,0,0,0,0,9,3,12.359523080243036
1167,20,2,9.25674674479034,0,8,5,2,2,8,72.0,2,4,0,6,0,6,0,1694,1694,0,7.434847875211999,0,0,0,2,7,0,3,0,2.0,2,3,776,160,33,0,0,0,0,2,2,12.410441041518052
1168,60,2,9.292104673778825,0,6,5,6,6,8,0.0,2,4,4,2,786,6,0,173,959,0,6.865891074883439,712,0,1,3,7,1,5,0,6.0,0,2,472,0,38,0,0,0,0,2,2,12.061046873479915
1169,70,2,9.527192821727745,3,6,7,73,22,7,0.0,4,4,4,5,626,6,0,501,1127,0,7.119635638017637,872,0,0,2,7,2,5,1,73.0,3,2,540,0,0,0,0,90,0,7,2,12.367340793126294
1170,60,2,10.484585229287449,0,10,5,11,10,3,1378.0,0,4,1,2,1387,6,0,543,1930,0,7.5126175446745105,1796,0,1,2,10,1,5,0,11.0,0,3,807,361,76,0,0,0,0,7,2,13.345506928718539
1171,80,2,9.198267790741914,3,6,6,31,31,5,0.0,4,4,0,0,522,6,0,574,1096,4,7.0192966537150445,0,0,1,3,6,1,4,0,31.0,0,1,358,203,0,0,0,0,576,7,2,12.049418835484795
1172,20,2,9.118225083068376,3,6,6,50,50,4,0.0,4,4,4,0,662,6,0,599,1261,0,7.139660335964919,0,0,1,3,6,1,5,0,50.0,2,2,433,0,0,0,0,288,0,11,2,12.0015054797889
1173,160,0,8.298290634359283,0,7,5,2,1,4,0.0,2,4,4,6,0,6,0,625,625,0,6.437751649736401,625,0,0,2,5,0,3,3,2.0,0,2,625,0,54,0,0,0,0,3,2,12.05466819137094
1174,50,2,9.799792316197363,0,5,6,61,13,4,0.0,4,4,4,5,152,1,469,977,1598,4,7.400009517162693,971,479,0,0,12,1,2,4,2007.0,1,0,0,122,0,0,0,0,0,3,2,12.208569525728759
1175,70,2,9.71474542793925,0,6,8,74,56,9,0.0,2,4,4,5,503,6,0,449,952,4,7.064759027791803,1175,0,0,3,9,1,2,3,74.0,3,2,360,0,0,0,0,0,0,7,2,12.384218830913648
1176,50,2,9.275940829060133,3,8,5,15,7,3,337.0,2,4,4,2,700,6,0,983,1683,0,7.663407664893478,743,0,0,2,9,1,5,0,15.0,0,2,541,0,33,0,0,0,0,4,2,12.560244459250786
1177,20,2,8.846640813100485,0,5,5,24,23,3,0.0,4,4,4,0,658,6,0,218,876,4,6.827629234502852,0,0,1,3,5,0,3,0,24.0,3,1,264,362,0,0,0,0,0,10,2,11.691071650353704
1178,50,3,8.281470857895169,3,6,8,83,5,4,0.0,4,4,4,5,468,6,0,350,818,4,6.7068623366027476,406,0,0,3,5,0,3,3,83.0,3,1,210,0,0,116,0,0,0,12,2,11.652687407345386
1179,50,2,8.946505025998682,0,5,6,88,59,9,0.0,4,4,4,6,0,6,0,731,731,0,6.709304340258298,523,0,0,3,7,1,2,3,88.0,3,1,186,192,0,102,0,0,0,7,2,11.95053502640496
1180,20,2,9.028218795184896,3,5,5,52,52,9,0.0,3,2,2,4,0,3,0,0,0,2,7.024649030453637,0,0,0,3,5,1,2,4,2006.0,1,0,0,0,36,190,0,0,0,4,2,11.440354772135393
1181,60,2,9.320986892063246,1,7,5,16,15,4,0.0,2,4,4,3,1216,6,0,0,1216,0,7.168579897264035,1216,0,0,3,8,0,3,0,16.0,0,2,693,0,0,0,0,0,0,4,2,12.429216196844385
1182,120,3,8.628197749459149,0,8,5,0,0,2,186.0,0,4,1,2,1480,6,0,120,1600,0,7.409741954080922,0,0,1,2,5,1,2,0,0.0,0,2,482,162,53,0,153,0,0,11,3,12.8802918162046
1183,60,2,9.656499466411905,0,10,5,11,11,9,0.0,0,4,0,2,2096,6,0,300,2396,0,7.7877968781811715,2065,0,1,0,10,2,5,0,11.0,0,3,813,171,78,0,0,0,555,7,0,13.521139497361697
1184,30,2,9.287301413112312,3,5,6,86,56,7,0.0,4,4,4,5,821,6,0,299,1120,0,7.029972911706387,0,0,1,3,5,1,2,3,36.0,3,2,720,229,0,0,0,0,0,6,2,11.695247021764185
1185,20,2,10.466896138710249,3,5,4,44,44,4,226.0,4,4,1,5,1159,6,0,413,1572,2,7.360103972989153,0,0,1,3,5,2,5,5,44.0,2,3,995,0,263,0,0,263,0,5,2,12.137258329529814
1186,50,2,9.183791036742647,3,5,7,82,56,0,0.0,4,4,4,1,392,6,0,392,784,2,6.855408798609928,272,0,1,3,7,0,3,0,41.0,3,1,392,0,0,236,0,0,0,3,2,11.560762794384386
1187,190,2,9.270023374137356,0,3,5,109,39,3,0.0,1,4,3,1,440,6,0,538,978,4,6.921658184151129,685,0,1,3,7,0,3,5,89.0,3,2,420,0,74,0,0,0,0,8,0,11.461632170582678
1188,20,2,9.430359045942867,3,8,5,12,11,6,0.0,2,4,4,2,1456,6,0,168,1624,0,7.392647520721622,0,0,1,2,5,1,1,0,12.0,2,3,757,0,114,192,0,0,0,7,2,12.476099782743232
1189,60,2,9.097731427593526,0,7,5,7,7,8,95.0,2,4,4,6,0,6,0,831,831,0,6.7226297948554485,829,0,0,2,7,0,3,0,7.0,2,2,493,144,68,0,0,0,0,7,2,12.180754837545884
1190,60,2,8.922658299524402,3,7,5,11,11,8,0.0,4,4,4,6,0,6,0,994,994,2,6.93537044601511,776,0,0,2,7,1,5,0,11.0,0,2,442,140,60,0,0,0,0,6,2,12.14950229404178
1191,190,2,10.387856258239758,3,4,4,46,32,4,149.0,4,4,0,1,1159,6,0,90,1249,0,7.3914152346753585,0,0,1,3,7,1,5,5,32.0,0,4,1356,439,0,0,0,0,0,3,2,12.031719258385394
1192,160,0,7.8804263442924,3,8,5,8,7,4,456.0,2,4,4,6,0,6,0,776,776,0,6.6385677891665225,677,0,0,2,5,0,3,3,8.0,3,2,492,206,0,0,0,0,0,11,2,12.066810578196664
1193,50,3,9.169518377455928,3,5,8,82,13,8,0.0,4,4,3,6,0,6,0,702,702,2,6.735780014242327,630,0,0,2,6,0,3,3,82.0,3,1,250,0,0,84,0,0,0,7,2,11.736069016284436
1194,120,3,8.411832675758411,3,6,5,10,10,8,425.0,0,4,4,2,883,6,0,341,1224,0,7.109879463072272,0,0,1,3,5,0,3,0,10.0,0,2,402,0,304,0,0,0,0,6,2,12.013700752882716
1195,60,2,9.144627828610801,3,6,7,41,41,3,143.0,4,4,4,0,371,6,0,292,663,4,6.496774990185863,689,0,0,3,7,0,3,0,41.0,0,1,299,379,36,0,0,0,0,3,2,11.970350312009106
1196,60,2,8.990815266184685,0,6,5,3,3,8,0.0,2,4,4,6,0,6,0,728,728,0,6.590301048196687,728,0,0,2,8,0,3,0,3.0,0,2,400,100,24,0,0,0,0,7,2,12.078239274020287
1197,60,2,9.550662331752145,0,7,5,0,0,8,0.0,2,4,0,6,0,6,0,879,879,0,6.778784897685178,984,0,0,2,9,1,2,2,0.0,0,3,660,100,17,0,0,0,0,11,3,12.297785453453374
1198,75,3,9.088172738001974,0,7,6,90,56,4,0.0,4,4,4,6,0,6,0,815,815,0,6.703188113240862,875,0,0,3,7,1,2,3,90.0,3,1,225,0,0,330,0,0,0,7,2,11.877568578558137
1199,20,2,9.116029692504943,3,7,5,8,8,8,0.0,2,4,4,6,0,6,0,1212,1212,0,7.10002716662926,0,0,0,2,6,0,3,0,8.0,2,2,573,356,0,0,0,0,0,6,2,12.089538829274224
1200,20,2,9.326789184619427,3,4,5,43,27,3,51.0,4,4,4,5,547,6,0,504,1051,2,7.2312870043276165,0,0,0,3,6,1,4,0,32.0,3,2,459,0,82,0,0,0,0,10,2,11.904967552746253
1201,20,2,9.143452426434553,3,4,5,36,36,4,0.0,4,4,4,6,0,6,0,864,864,2,6.761572768804054,0,0,0,3,5,0,3,0,34.0,3,1,280,0,0,0,0,0,0,7,0,11.661776411702585
1202,60,2,9.249561085129463,3,7,5,11,11,8,0.0,2,4,0,6,0,6,0,866,866,0,6.763884908562435,913,0,0,2,6,0,3,0,11.0,2,2,546,198,36,0,0,0,0,3,2,12.195517131590655
1203,50,3,8.699514748210191,3,5,8,84,12,9,0.0,4,4,4,6,0,6,0,884,884,0,6.784457062637642,464,0,1,3,5,1,1,3,49.0,3,1,216,0,0,208,0,0,0,5,2,11.669929213779893
1204,20,2,9.185022563991893,3,7,5,9,8,8,171.0,2,4,4,6,0,6,0,1630,1630,0,7.396335293800808,0,0,0,2,6,1,5,0,9.0,3,2,451,74,234,0,0,0,0,10,2,12.269047444691562
1205,20,2,9.224243277145174,3,5,6,31,31,3,0.0,2,4,4,0,788,6,0,268,1056,0,6.97914527506881,0,0,1,3,6,0,3,0,31.0,2,2,495,0,88,0,0,0,0,7,2,11.941455846009385
1206,20,2,9.594513744616725,0,7,7,19,18,3,234.0,2,4,3,0,485,1,177,1496,2158,2,7.69439280262942,0,0,0,2,7,1,5,0,19.0,2,3,701,84,70,0,0,0,0,6,2,12.513189630620566
1207,20,1,9.093806555720233,3,4,4,40,40,3,0.0,4,4,4,5,1056,6,0,0,1056,4,6.962243464266208,0,0,1,3,5,0,3,3,40.0,3,1,384,0,42,0,0,0,0,11,2,11.580584113444045
1208,20,2,9.119868468812108,3,6,5,3,3,8,120.0,2,4,0,2,340,6,0,1342,1682,0,7.438383530044308,0,0,1,2,7,0,3,0,3.0,2,2,544,192,23,0,0,0,0,5,2,12.206072645530176
1209,20,2,8.95712413640568,3,5,7,46,28,4,0.0,4,4,4,5,504,1,108,319,931,4,7.1569563646156364,0,0,1,3,6,0,3,3,28.0,3,2,506,0,0,0,0,0,0,10,2,11.849397701591439
1210,20,2,9.228376734462282,0,8,5,0,0,8,420.0,0,4,3,2,1220,6,0,440,1660,0,7.414572881350589,0,0,1,2,8,1,2,0,0.0,2,2,500,322,50,0,0,0,0,5,3,12.577636201962655
1211,60,2,9.325274910068282,3,6,5,18,18,9,0.0,2,4,4,6,0,6,0,1055,1055,0,6.961296045910168,790,0,0,2,8,1,5,0,18.0,2,2,462,635,104,0,0,0,0,5,2,12.14950229404178
1212,50,2,9.403766708502244,0,8,7,22,5,9,0.0,2,4,0,2,427,6,0,132,559,2,6.984716320118267,672,0,0,3,8,0,3,1,22.0,2,2,492,325,12,0,0,0,0,6,2,12.007621706806335
1213,30,2,9.142061531222888,3,4,6,68,59,4,0.0,4,4,4,5,344,6,0,328,672,4,6.51025834052315,0,0,1,3,4,0,3,0,68.0,3,1,234,0,113,0,0,0,0,8,2,11.635143097694476
1214,80,2,9.234642664499148,0,4,9,41,5,8,0.0,4,1,0,2,648,6,0,0,648,0,6.866933284461883,0,0,1,3,3,0,3,0,41.0,3,1,364,88,0,0,0,0,0,5,2,11.884489021402711
1215,85,2,9.230633075243944,0,5,5,44,44,4,0.0,4,4,0,1,784,6,0,141,925,4,6.906754778648554,0,0,1,3,6,0,3,0,44.0,3,1,300,150,72,0,0,0,0,5,2,11.809319478024031
1216,20,2,8.867004635333569,0,5,5,41,41,8,0.0,4,4,4,5,180,2,374,340,894,4,6.795705775173514,0,0,0,3,5,0,3,3,41.0,2,1,384,0,0,0,0,0,0,5,2,11.736069016284436
1217,90,3,9.097171673870543,3,6,5,32,32,8,0.0,3,2,2,4,0,3,0,0,0,4,7.183870715062453,584,0,0,3,8,0,3,0,32.0,3,2,539,0,0,0,0,0,0,4,2,11.626254150277234
1218,20,0,9.0641578617981,3,8,5,0,0,2,72.0,2,4,3,2,936,6,0,364,1300,0,7.180831199044556,0,0,1,2,6,0,3,0,0.0,2,2,552,135,112,0,0,0,0,9,3,12.343466568968994
1219,50,3,8.738735461363474,3,4,5,59,56,0,0.0,3,2,2,4,0,3,0,0,0,2,6.51025834052315,240,0,0,3,3,0,3,4,2006.0,1,0,0,0,0,0,0,0,0,7,2,11.296012463406653
1220,160,3,7.426549072397305,3,6,5,35,35,2,236.0,4,4,4,6,0,6,0,672,672,4,6.51025834052315,546,0,0,3,7,0,3,4,2006.0,1,0,0,201,0,0,0,0,0,4,0,11.424094251263615
1221,20,2,8.96187901267768,0,5,5,42,42,9,0.0,4,4,4,5,312,2,600,0,912,4,6.815639990074331,0,0,0,3,5,0,3,0,42.0,3,1,288,0,0,0,0,0,0,11,0,11.652687407345386
1222,20,2,9.017968479328726,3,5,5,40,40,3,0.0,4,4,4,1,250,2,492,210,952,0,7.099201743553093,0,0,0,3,5,1,5,0,40.0,3,1,322,0,63,0,0,0,0,8,2,11.805595078933045
1223,50,2,9.258749511183868,3,6,6,58,57,9,320.0,4,4,3,5,196,6,0,844,1040,0,7.0630481633881725,678,0,0,3,7,1,2,0,58.0,3,1,315,0,0,0,0,0,0,1,2,11.870599909242046
1224,20,2,9.276128112514186,3,5,3,55,55,9,44.0,4,0,4,3,756,6,0,1380,2136,4,7.666690200080086,0,0,0,3,7,0,3,3,55.0,3,2,528,0,30,0,0,0,0,10,2,11.834284063781393
1225,60,2,9.641083287268618,0,7,5,4,3,8,0.0,2,4,0,2,724,6,0,64,788,0,6.669498089857878,702,0,1,2,8,1,2,0,4.0,0,2,388,100,75,0,0,0,0,2,2,12.122691036591124
1226,80,2,9.257414779362113,3,6,8,49,49,8,63.0,4,4,0,2,507,6,0,81,588,0,7.037027614686277,0,0,0,3,6,0,3,0,49.0,2,1,264,224,0,0,0,0,0,6,2,11.884489021402711
1227,60,2,9.588639812011575,0,6,5,1,1,8,74.0,2,4,3,6,0,6,0,894,894,0,6.795705775173514,1039,0,0,2,9,1,2,2,1.0,0,3,668,100,18,0,0,0,0,1,2,12.273731294003987
1228,20,2,9.090655529030203,3,5,8,43,0,8,300.0,4,4,4,0,595,6,0,317,912,0,6.815639990074331,0,0,1,2,5,0,3,3,16.0,3,2,576,0,240,0,0,0,0,12,2,11.898187865760873
1229,120,2,9.078978053779355,3,9,5,0,0,4,766.0,0,4,4,2,1540,6,0,162,1702,0,7.43955930913332,0,0,1,0,7,1,2,0,0.0,0,3,1052,0,72,0,0,224,0,10,3,12.813917896253695
1230,80,2,8.9758830607617,3,5,5,48,48,1,0.0,4,4,4,0,666,6,0,409,1075,2,7.317876198626496,0,0,0,3,7,0,3,1,48.0,3,1,404,0,0,0,0,0,0,8,2,11.751942365440726
1231,90,2,9.846387960495557,0,5,5,30,30,5,1.0,2,4,4,2,498,5,211,652,1361,0,7.215975002651466,1259,0,0,3,12,1,5,2,30.0,2,2,600,155,24,145,0,0,0,8,2,12.154779351142626
1232,90,2,8.952605375892354,3,5,6,44,44,9,120.0,4,4,0,0,803,6,0,303,1106,4,7.0817085861055755,0,0,1,3,6,0,3,0,44.0,3,2,540,0,18,0,0,0,0,5,2,11.794337924408412
1233,90,2,9.194414221425925,3,4,5,45,45,3,0.0,3,2,2,4,0,3,0,0,0,4,7.109879463072272,0,0,0,3,6,0,3,5,45.0,3,2,462,0,0,0,0,0,0,3,2,11.53076538309856
1234,20,2,9.405907155520158,0,5,5,51,51,5,180.0,4,4,4,5,1000,6,0,188,1188,1,7.080026499922591,0,0,1,3,6,0,3,0,51.0,2,2,531,0,0,0,0,0,0,5,0,11.8635823365834
1235,70,1,9.050758302151717,3,5,6,97,58,4,0.0,4,4,0,6,0,6,0,940,940,4,6.931471805599452,940,0,0,3,7,0,3,4,2008.0,1,0,0,0,192,0,0,0,0,11,0,11.77528972943772
1236,70,2,9.482807278621484,3,5,5,92,56,9,0.0,2,4,3,6,0,6,0,747,747,2,6.79346613258001,892,0,0,3,9,0,3,3,92.0,3,1,180,203,40,0,0,0,0,7,2,11.841415931849784
1237,160,2,7.873978379604501,3,7,5,7,7,8,106.0,2,4,4,6,0,6,0,764,764,0,6.6385677891665225,862,0,0,2,6,0,3,2,7.0,2,2,474,0,27,0,0,0,0,6,2,12.075394321888055
1238,60,2,9.424887076064874,1,7,5,2,1,8,0.0,2,4,4,6,0,6,0,847,847,0,6.741700694652054,1101,0,0,2,8,1,2,2,2.0,0,2,434,100,48,0,0,0,0,9,2,12.180754837545884
1239,20,2,9.478227817099784,3,6,5,1,1,8,0.0,2,4,4,6,0,6,0,1141,1141,0,7.039660349862076,0,0,0,3,6,0,3,3,1.0,3,2,484,0,0,0,0,0,0,3,0,11.86709727869084
1240,20,2,9.109082539901957,0,8,5,1,1,8,32.0,2,4,0,2,428,6,0,1048,1476,0,7.302496423727327,0,0,0,0,6,1,2,0,1.0,2,2,472,120,33,0,0,0,0,12,2,12.490875577231114
1241,60,2,9.006754319877501,3,7,5,5,5,8,252.0,2,4,4,2,550,6,0,334,884,0,6.784457062637642,884,0,1,2,8,0,3,0,5.0,2,2,543,0,63,0,0,0,0,7,2,12.323411137947408
1242,20,2,9.195125206169703,3,7,6,0,0,8,0.0,2,4,0,6,0,6,0,1689,1689,0,7.4318919168078,0,0,0,2,7,0,3,0,0.0,2,3,954,0,56,0,0,0,0,6,3,12.422505731952894
1243,85,2,9.270964993792617,3,7,6,36,36,5,81.0,2,4,1,2,885,2,168,0,1053,4,7.067319848653476,0,0,1,2,6,2,5,0,36.0,2,2,528,0,120,0,0,0,0,1,1,12.0435537160324
1244,20,2,9.538996427397391,3,10,5,0,0,8,0.0,0,1,1,2,1386,6,0,690,2076,0,7.638198244285777,0,0,1,0,7,1,2,0,0.0,0,3,850,216,229,0,0,0,0,9,3,13.049792684569493
1245,70,2,9.344434106456882,0,8,7,77,56,1,0.0,2,4,4,6,0,6,0,792,792,1,6.674561391814426,725,0,0,2,7,2,2,3,75.0,3,2,400,0,0,0,0,0,0,6,2,12.345834587905333
1246,80,2,9.400133943608838,3,6,7,23,4,8,74.0,2,4,4,6,0,6,0,585,585,0,7.0387835413885425,728,0,0,3,7,1,5,2,23.0,0,2,477,268,112,0,0,147,0,1,0,12.089538829274224
1247,60,0,9.002701007197938,3,7,5,1,0,8,0.0,2,4,4,6,0,6,0,756,756,0,6.628041376179532,797,0,0,2,6,0,3,0,1.0,2,2,615,0,45,0,0,0,0,3,3,12.136186518066006
1248,80,2,9.419628376999952,0,6,5,34,34,3,335.0,4,4,0,2,539,6,0,473,1012,4,6.941190055068375,0,0,1,3,6,0,3,0,34.0,3,3,888,0,0,0,0,0,0,5,2,12.042965307660026
1249,75,3,9.169518377455928,3,6,5,91,58,0,0.0,2,4,4,5,319,6,0,416,735,1,7.033506484287697,924,0,0,3,8,1,2,3,58.0,3,2,396,0,0,259,0,0,0,4,2,11.771436160121727
1250,20,2,8.881836305004146,3,5,7,57,57,4,0.0,4,4,4,1,534,5,96,246,876,4,6.895682697747867,0,0,0,3,6,0,3,0,57.0,3,1,276,0,80,0,0,0,0,5,2,11.686878772093667
1251,20,2,9.320091235935301,3,7,5,42,42,1,0.0,4,4,4,0,1065,6,0,1045,2110,0,7.654443226470112,0,0,1,0,8,2,5,0,42.0,0,2,522,0,0,0,0,0,0,4,2,12.404923504275338
1252,120,2,8.0507033814703,0,7,5,3,3,8,163.0,2,4,4,6,0,6,0,1405,1405,0,7.247792581767846,0,0,0,2,6,1,2,0,3.0,2,2,478,148,36,0,0,0,0,3,2,12.053795210084596
1253,20,2,9.196038587265322,3,5,6,41,41,3,0.0,4,4,4,1,510,6,0,354,864,4,6.773080375655535,0,0,1,3,5,0,3,0,41.0,2,1,288,33,0,0,0,0,0,11,2,11.77528972943772
1254,60,2,9.772353284511327,0,7,7,33,4,9,0.0,4,4,1,3,125,0,1031,36,1192,4,7.323830566202317,651,0,1,2,9,2,2,0,33.0,2,2,518,220,47,0,0,0,0,7,2,12.591335046320818
1255,60,2,8.843759381917984,3,7,5,5,4,8,92.0,2,4,4,6,0,6,0,746,746,0,6.633318433280377,896,0,0,2,7,1,2,2,5.0,0,2,397,178,128,0,0,0,0,7,2,12.016122061571727
1256,50,3,8.738735461363474,3,6,6,76,57,9,0.0,4,0,4,3,425,6,0,459,884,4,6.865891074883439,408,0,0,3,6,1,2,3,29.0,3,1,560,0,0,0,0,120,0,11,2,11.755871643580615
1257,20,2,9.5682245844549,0,8,5,14,14,3,554.0,2,4,1,2,1314,6,0,672,1986,0,7.594381242551818,0,0,1,2,7,1,5,0,14.0,0,2,691,262,36,0,0,0,0,8,2,12.616525295149376
1258,30,2,8.308938252595777,3,5,8,87,59,9,0.0,1,4,4,6,0,6,0,864,864,0,6.761572768804054,0,0,0,3,4,0,3,4,2009.0,1,0,0,0,96,0,0,0,0,7,2,11.511924964636645
1259,80,2,9.168163293076995,0,7,5,3,3,8,182.0,2,4,1,2,655,6,0,201,856,0,7.061334366910438,0,0,1,2,5,0,3,0,3.0,0,2,400,212,0,0,0,0,0,7,2,12.154779351142626
1260,20,2,9.185022563991893,3,6,8,39,39,3,0.0,2,4,4,0,602,2,438,14,1054,2,6.960347729101308,0,0,1,3,6,0,3,0,39.0,3,2,460,180,0,0,0,80,0,7,2,11.925035115797062
1261,60,2,10.113829512013131,2,6,5,10,10,8,0.0,2,4,4,6,0,6,0,841,841,0,6.79346613258001,783,0,0,3,7,1,5,2,10.0,0,2,502,0,103,0,0,0,0,6,2,12.106252310247962
1262,20,2,9.169518377455928,3,5,6,53,53,4,0.0,4,4,4,5,504,6,0,546,1050,2,6.956545443151568,0,0,0,3,5,0,3,0,53.0,3,1,338,0,0,0,0,0,0,6,2,11.766792188927278
1263,50,2,9.328123407632567,3,4,5,52,20,9,0.0,4,4,0,6,0,6,0,1104,1104,0,7.00669522683704,684,0,1,3,8,2,5,0,52.0,3,1,304,120,0,0,0,0,0,11,2,11.992260421644847
1264,70,2,9.511555458710546,3,6,6,88,57,9,0.0,4,4,4,6,0,6,0,764,764,0,6.966024187106112,764,0,0,3,8,1,2,3,67.0,3,2,520,0,0,126,0,0,0,7,2,12.103486056755074
1265,120,1,8.308938252595777,3,6,5,10,9,4,0.0,2,4,4,2,266,6,0,1139,1405,0,7.1981835771019425,0,0,1,2,5,0,3,0,10.0,0,2,511,144,68,0,0,0,0,8,0,12.106252310247962
1266,160,0,8.225503097566918,3,7,5,7,7,4,218.0,2,4,4,2,450,6,0,241,691,0,6.569481420414296,739,0,1,2,6,0,3,3,7.0,3,2,506,0,34,0,0,0,0,3,2,12.122147410592413
1267,190,3,9.222268942841458,0,7,4,97,57,9,0.0,4,4,4,6,0,6,0,925,925,4,6.871091294610546,925,0,0,3,9,1,2,3,47.0,3,1,308,0,0,264,0,0,0,1,2,11.711776323715393
1268,20,2,9.48903215258983,0,9,5,2,1,7,0.0,0,4,1,6,0,6,0,2002,2002,0,7.609862200913553,0,0,0,0,10,1,2,0,1.0,0,3,746,144,76,0,0,0,0,5,2,12.843971351859642
1269,50,2,9.55393007636626,0,8,9,73,11,7,632.0,4,4,3,5,192,6,0,536,728,0,7.5847730776121995,1479,0,0,2,11,2,2,2,26.0,3,3,1014,314,12,0,0,0,0,5,2,12.850554654108839
1270,50,2,9.336444248771908,3,5,5,49,49,4,180.0,4,4,4,1,460,6,0,414,874,4,6.773080375655535,650,0,0,3,7,0,3,0,49.0,3,1,315,0,0,0,0,0,0,7,2,11.877568578558137
1271,40,2,10.068790104160488,3,7,6,31,31,5,0.0,2,4,1,2,1258,6,0,74,1332,4,7.194436851100335,192,0,2,2,4,1,5,0,31.0,0,2,586,268,0,0,0,0,0,4,2,12.468436909997664
1272,20,2,9.122164681072457,0,6,7,41,41,1,0.0,4,4,4,6,0,6,0,1489,1489,2,7.305860032684009,0,0,0,2,7,1,2,0,41.0,2,2,462,0,0,0,0,0,0,8,2,12.132156962580007
1273,20,2,9.512369038134883,0,5,6,41,41,3,114.0,4,4,4,1,560,2,375,0,935,4,6.840546529288687,0,0,1,3,5,0,3,0,41.0,3,1,288,180,0,0,0,0,0,11,2,11.827736204810266
